Date,Open,High,Low,Close,Adj Close,Volume
2022-03-16,0.766577,0.767070,0.762520,0.766490,0.766490,0
2022-03-17,0.760990,0.763970,0.756940,0.760970,0.760970,0
2022-03-18,0.759850,0.762660,0.758630,0.759855,0.759855,0
2022-03-21,0.759840,0.761710,0.757010,0.759830,0.759830,0
2022-03-22,0.759420,0.762140,0.753440,0.759400,0.759400,0
2022-03-23,0.753600,0.758940,0.751940,0.753780,0.753780,0
2022-03-24,0.757200,0.760000,0.756730,0.757230,0.757230,0
2022-03-25,0.757810,0.759780,0.756110,0.757820,0.757820,0
2022-03-28,0.758900,0.765190,0.758790,0.758940,0.758940,0
2022-03-29,0.763360,0.766150,0.759920,0.763150,0.763150,0
2022-03-30,0.763770,0.763850,0.758690,0.763720,0.763720,0
2022-03-31,0.761220,0.762800,0.759250,0.761100,0.761100,0
2022-04-01,0.760700,0.764020,0.760680,0.760630,0.760630,0
2022-04-04,0.763060,0.763640,0.761250,0.763140,0.763140,0
2022-04-05,0.762600,0.763330,0.759480,0.762510,0.762510,0
2022-04-06,0.764740,0.766480,0.762960,0.764680,0.764680,0
2022-04-07,0.765010,0.765990,0.762970,0.764990,0.764990,0
2022-04-08,0.765190,0.770130,0.764600,0.765150,0.765150,0
2022-04-11,0.767490,0.769830,0.765840,0.767330,0.767330,0
2022-04-12,0.767840,0.769410,0.766070,0.767800,0.767800,0
2022-04-13,0.769024,0.770750,0.765020,0.769080,0.769080,0
2022-04-14,0.762070,0.766980,0.760600,0.762180,0.762180,0
2022-04-15,0.765600,0.766120,0.764720,0.765110,0.765110,0
2022-04-18,0.765830,0.768760,0.765830,0.765840,0.765840,0
2022-04-19,0.768780,0.770220,0.766880,0.768650,0.768650,0
2022-04-20,0.768300,0.769350,0.765300,0.768420,0.768420,0
2022-04-21,0.765220,0.767800,0.764040,0.765180,0.765180,0
2022-04-22,0.767810,0.778770,0.767240,0.767680,0.767680,0
2022-04-25,0.779480,0.787460,0.779440,0.779370,0.779370,0
2022-04-26,0.785100,0.792830,0.782940,0.784930,0.784930,0
2022-04-27,0.794630,0.799750,0.793600,0.794660,0.794660,0
2022-04-28,0.797470,0.805540,0.795750,0.797330,0.797330,0
2022-04-29,0.802050,0.802100,0.794690,0.802320,0.802320,0
2022-05-02,0.795305,0.799660,0.793880,0.795300,0.795300,0
2022-05-03,0.799930,0.800397,0.795770,0.800110,0.800110,0
2022-05-04,0.800040,0.802090,0.797600,0.799974,0.799974,0
2022-05-05,0.792460,0.811190,0.791660,0.792510,0.792510,0
2022-05-06,0.808640,0.814485,0.807740,0.808790,0.808790,0
2022-05-09,0.811100,0.815520,0.806130,0.811250,0.811250,0
2022-05-10,0.810710,0.813420,0.808100,0.810450,0.810450,0
2022-05-11,0.812510,0.814200,0.806580,0.812400,0.812400,0
2022-05-12,0.817350,0.821600,0.816450,0.817380,0.817380,0
2022-05-13,0.819380,0.822560,0.816650,0.819260,0.819260,0
2022-05-16,0.815560,0.818400,0.813190,0.815760,0.815760,0
2022-05-17,0.811220,0.811550,0.800120,0.811370,0.811370,0
2022-05-18,0.800610,0.808130,0.799960,0.801000,0.801000,0
2022-05-19,0.809870,0.810330,0.798550,0.809990,0.809990,0
2022-05-20,0.802210,0.803880,0.800080,0.802430,0.802430,0
2022-05-23,0.799560,0.799920,0.793580,0.799740,0.799740,0
2022-05-24,0.795690,0.801750,0.793850,0.795700,0.795700,0
2022-05-25,0.797350,0.801010,0.796310,0.797260,0.797260,0
2022-05-26,0.794470,0.796620,0.792320,0.794527,0.794527,0
2022-05-27,0.792480,0.794460,0.789500,0.792560,0.792560,0
2022-05-30,0.792070,0.792540,0.789870,0.791870,0.791870,0
2022-05-31,0.790810,0.796020,0.790610,0.790700,0.790700,0
2022-06-01,0.793040,0.802560,0.792590,0.793090,0.793090,0
2022-06-02,0.801010,0.801900,0.795570,0.801080,0.801080,0
2022-06-03,0.795050,0.800350,0.794280,0.794960,0.794960,0
2022-06-06,0.800750,0.801290,0.795100,0.800493,0.800493,0
2022-06-07,0.798520,0.804220,0.794000,0.798500,0.798500,0
2022-06-08,0.794530,0.799040,0.794290,0.794450,0.794450,0
2022-06-09,0.797310,0.800450,0.796560,0.797430,0.797430,0
2022-06-10,0.800400,0.811980,0.798840,0.800450,0.800450,0
2022-06-13,0.814460,0.824560,0.813000,0.814670,0.814670,0
2022-06-14,0.823450,0.833850,0.819490,0.823400,0.823400,0
2022-06-15,0.832400,0.833880,0.824720,0.832460,0.832460,0
2022-06-16,0.820920,0.829850,0.810050,0.821400,0.821400,0
2022-06-17,0.809700,0.821420,0.809700,0.809400,0.809400,0
2022-06-20,0.817780,0.819630,0.814480,0.817780,0.817780,0
2022-06-21,0.816320,0.816380,0.811740,0.816210,0.816210,0
2022-06-22,0.815390,0.821790,0.812040,0.815220,0.815220,0
2022-06-23,0.816110,0.821570,0.813360,0.816270,0.816270,0
2022-06-24,0.815530,0.816760,0.811900,0.815610,0.815610,0
2022-06-27,0.813800,0.817010,0.810980,0.814170,0.814170,0
2022-06-28,0.815160,0.820500,0.813600,0.815170,0.815170,0
2022-06-29,0.820590,0.825980,0.818850,0.820360,0.820360,0
2022-06-30,0.824330,0.826830,0.820600,0.824280,0.824280,0
2022-07-01,0.822370,0.834680,0.822230,0.822310,0.822310,0
2022-07-04,0.826050,0.827380,0.822020,0.826260,0.826260,0
2022-07-05,0.825490,0.840300,0.824670,0.825460,0.825460,0
2022-07-06,0.836850,0.841920,0.834280,0.836880,0.836880,0
2022-07-07,0.839000,0.839630,0.831820,0.838700,0.838700,0
2022-07-08,0.831120,0.838790,0.829510,0.831390,0.831390,0
2022-07-11,0.832100,0.842500,0.831950,0.832180,0.832180,0
2022-07-12,0.840340,0.846650,0.839480,0.840270,0.840270,0
2022-07-13,0.841560,0.844930,0.836160,0.841910,0.841910,0
2022-07-14,0.843030,0.850110,0.841460,0.842900,0.842900,0
2022-07-15,0.844690,0.847030,0.842200,0.844620,0.844620,0
2022-07-18,0.841190,0.842070,0.831240,0.841160,0.841160,0
2022-07-19,0.836770,0.838270,0.830370,0.836940,0.836940,0
2022-07-20,0.833040,0.836240,0.830800,0.833090,0.833090,0
2022-07-21,0.835690,0.840830,0.833170,0.835300,0.835300,0
2022-07-22,0.833550,0.838910,0.828900,0.833600,0.833600,0
2022-07-25,0.834430,0.835970,0.827600,0.834240,0.834240,0
2022-07-26,0.829350,0.835740,0.826980,0.829520,0.829520,0
2022-07-27,0.830690,0.831790,0.827360,0.830780,0.830780,0
2022-07-28,0.821920,0.826140,0.820310,0.822160,0.822160,0
2022-07-29,0.821390,0.828700,0.816820,0.821460,0.821460,0
2022-08-01,0.821840,0.822040,0.813540,0.821870,0.821870,0
2022-08-02,0.815690,0.820900,0.814440,0.816050,0.816050,0
2022-08-03,0.823190,0.826340,0.819180,0.823520,0.823520,0
2022-08-04,0.823760,0.828380,0.820000,0.823840,0.823840,0
2022-08-05,0.822420,0.832800,0.821860,0.822470,0.822470,0
2022-08-08,0.828920,0.829970,0.824050,0.829220,0.829220,0
2022-08-09,0.827470,0.828620,0.824450,0.827490,0.827490,0
2022-08-10,0.828320,0.828690,0.814700,0.828210,0.828210,0
2022-08-11,0.818810,0.820820,0.816400,0.818800,0.818800,0
2022-08-12,0.819900,0.826200,0.819000,0.819930,0.819930,0
2022-08-15,0.824410,0.829790,0.823200,0.824540,0.824540,0
2022-08-16,0.829490,0.832680,0.825330,0.829400,0.829400,0
2022-08-17,0.826670,0.831260,0.823850,0.826570,0.826570,0
2022-08-18,0.830160,0.835500,0.827940,0.830210,0.830210,0
2022-08-19,0.837960,0.847940,0.837960,0.838030,0.838030,0
2022-08-22,0.846190,0.851600,0.844700,0.846160,0.846160,0
2022-08-23,0.849830,0.853240,0.842230,0.849870,0.849870,0
2022-08-24,0.845200,0.850430,0.842790,0.845110,0.845110,0
2022-08-25,0.848160,0.848470,0.842960,0.848050,0.848050,0
2022-08-26,0.845600,0.850840,0.840330,0.845737,0.845737,0
2022-08-29,0.855300,0.858400,0.851600,0.855100,0.855100,0
2022-08-30,0.853150,0.860360,0.850480,0.853060,0.853060,0
2022-08-31,0.857570,0.862050,0.855100,0.857650,0.857650,0
2022-09-01,0.862300,0.869320,0.860800,0.862180,0.862180,0
2022-09-02,0.866000,0.867200,0.862920,0.865880,0.865880,0
2022-09-05,0.871190,0.873730,0.868000,0.871490,0.871490,0
2022-09-06,0.864390,0.869850,0.861500,0.864570,0.864570,0
2022-09-07,0.868600,0.876460,0.867780,0.868670,0.868670,0
2022-09-08,0.867870,0.872480,0.865040,0.868070,0.868070,0
2022-09-09,0.868020,0.868310,0.858470,0.867935,0.867935,0
2022-09-12,0.860730,0.861940,0.853880,0.860630,0.860630,0
2022-09-13,0.855450,0.868030,0.851960,0.855450,0.855450,0
2022-09-14,0.869300,0.871020,0.862860,0.869100,0.869100,0
2022-09-15,0.866330,0.871850,0.865900,0.866180,0.866180,0
2022-09-16,0.873000,0.880850,0.871030,0.873160,0.873160,0
2022-09-19,0.874400,0.880610,0.874000,0.874650,0.874650,0
2022-09-20,0.873480,0.878430,0.872570,0.873880,0.873880,0
2022-09-21,0.878680,0.884470,0.878300,0.878690,0.878690,0
2022-09-22,0.888480,0.891810,0.880060,0.888420,0.888420,0
2022-09-23,0.887860,0.917550,0.887040,0.887770,0.887770,0
2022-09-26,0.926000,0.963480,0.916120,0.926150,0.926150,0
2022-09-27,0.928500,0.931230,0.922900,0.928260,0.928260,0
2022-09-28,0.932100,0.948620,0.922540,0.932180,0.932180,0
2022-09-29,0.922970,0.928980,0.903700,0.922850,0.922850,0
2022-09-30,0.899220,0.903160,0.890210,0.895270,0.895270,0
